Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Wakefield: Dolbeare,3050005,Public School,Principal,TJ Liberti,340 Lowell Street,,Wakefield,MA,1880,781-246-6480,781-246-6372,"K,01,02,03,04"
Wakefield: Early Childhood Center at the Doyle School,3050001,Public School,Principal,Shannon Blacker,11 Paul Avenue,,Wakefield,MA,1880,781-246-6420,781-246-6422,PK
Wakefield: Galvin Middle School,3050310,Public School,Principal,Megan Webb,525 Main Street,,Wakefield,MA,1880,781-246-6410,781-224-5009,"05,06,07,08"
Wakefield: Greenwood,3050020,Public School,Principal,Tiffany Back,1030 Main Street,,Wakefield,MA,1880,781-246-6460,781-224-5082,"K,01,02,03,04"
Wakefield: Wakefield Memorial High,3050505,Public School,Principal,Amy Mcleod,60 Farm Street,,Wakefield,MA,1880,781-246-6440,781-246-6324,"09,10,11,12"
Wakefield: Walton,3050040,Public School,Principal,Brian Schmitt,18 Davidson Road,,Wakefield,MA,1880,781-246-6494,781-246-6470,"K,01,02,03,04"
Wakefield: Woodville School,3050015,Public School,Principal,Matthew Carter,30 Farm Street,,Wakefield,MA,1880,781-246-6469,781-224-5006,"K,01,02,03,04"
Wales: Wales Elementary,3060005,Public School,Principal,Richard Zinkus,PO Box 247,,Wales,MA,1081,413-245-7748,413-245-4422,"PK,K,01,02,03,04,05,06"
Walpole: Bird Middle,3070305,Public School,Principal,Edward Connor,625 Washington Street,,East Walpole,MA,2032,508-660-7226,508-660-7229,"06,07,08"
Walpole: Boyden,3070010,Public School,Principal,Brendan Dearborn,1852 Washington Street,,Walpole,MA,2081,508-660-7216,508-660-7217,"K,01,02,03,04,05"
Walpole: Daniel Feeney Preschool Center,3070002,Public School,Principal,Julie Martin,415 Elm Street,,Walpole,MA,2081,508-660-7374,508-660-7379,PK
Walpole: Eleanor N Johnson Middle,3070310,Public School,Principal,Steven Morgenweck,111 Robbins Road,,Walpole,MA,2081,508-660-7242,508-660-7240,"06,07,08"
Walpole: Elm Street School,3070005,Public School,Principal,Carrie Ruggiero,415 Elm Street,,Walpole,MA,2081,508-660-7374,508-660-7379,"K,01,02,03,04,05"
Walpole: Fisher,3070015,Public School,Principal,Brian Bemiss,65 Gould Street,,Walpole,MA,2081,508-660-7234,508-660-7233,"K,01,02,03,04,05"
Walpole: Old Post Road,3070018,Public School,Principal,David Barner,99 Old Post Road,,East Walpole,MA,2032,508-660-7219,508-660-3114,"K,01,02,03,04,05"
Walpole: Walpole High,3070505,Public School,Principal,Stephen Imbusch,275 Common Street,,Walpole,MA,2081,508-660-7257,508-850-7958,"09,10,11,12"
Waltham: Douglas MacArthur Elementary School,3080032,Public School,Principal,Kevin Kmiec,494 Lincoln Street,,Waltham,MA,2451,781-314-5721,781-314-5731,"K,01,02,03,04,05"
Waltham: Henry Whittemore Elementary School,3080065,Public School,Principal,Ricardo Dobles,30 Parmenter Road,,Waltham,MA,2453,781-314-5785,781-314-5791,"K,01,02,03,04,05"
Waltham: James Fitzgerald Elementary School,3080060,Public School,Principal,Jennifer Santillo,138 Beal Road,,Waltham,MA,2453,781-314-5685,781-314-5691,"K,01,02,03,04,05"
Waltham: John F Kennedy Middle,3080404,Public School,Principal,Kevin Gildea,655 Lexington St,,Waltham,MA,2452,781-314-5563,781-314-5571,"06,07,08"
Waltham: John W. McDevitt Middle School,3080415,Public School,Principal,Michael Sabin,75 Church Street,,Waltham,MA,2453,781-314-5595,781-314-5601,"06,07,08"
Waltham: Northeast Elementary School,3080040,Public School,Principal,Mary Ellen Tenaglia,70 Putney Lane,,Waltham,MA,2452,781-314-5740,781-314-5751,"PK,K,01,02,03,04,05"
Waltham: Thomas R Plympton Elementary School,3080050,Public School,Principal,Stephen Duffy,20 Farnsworth Street,,Waltham,MA,2451,781-314-5765,781-314-5771,"K,01,02,03,04,05"
Waltham: Waltham Public Schools Dual Language Program,3080001,Public School,Principal,Rochelle Nwosu,510 Moody Street,,Waltham,MA,2453,781-314-5402,781-314-5411,"K,01,02,03,04,05"
Waltham: Waltham Sr High,3080505,Public School,Principal,Brenda Pena,617 Lexington Street,,Waltham,MA,2452,781-314-5445,781-647-0309,"09,10,11,12"
Waltham: William F. Stanley Elementary School,3080005,Public School,Principal,Jennifer Hacker,250 South Street,,Waltham,MA,2453,781-314-5620,781-314-5631,"PK,K,01,02,03,04,05"
Ware: Stanley M Koziol Elementary School,3090020,Public School,Principal,Pamela Iwasinski,4 Gould Rd,,Ware,MA,1082,413-967-6236,413-967-4203,"PK,K,01,02,03"
Ware: Ware Junior/Senior High School,3090505,Public School,Principal,Eugene Rich,237 West Street,,Ware,MA,1082,413-967-6234,413-967-9053,"07,08,09,10,11,12"
Ware: Ware Middle School,3090305,Public School,Principal,Kimberly Thompson,239 West Street,,Ware,MA,1082,413-967-6903,413-967-3182,"04,05,06"
Wareham: John William Decas,3100003,Public School,Principal,Bethany Chandler,760 Main Street,,Wareham,MA,2571,508-291-3530,508-291-3533,"PK,K,01,02"
Wareham: Minot Forest,3100017,Public School,Principal,Joan Seamans,4 Viking Drive,,Wareham,MA,2571,508-291-3555,508-291-3529,"03,04"
Wareham: Wareham Cooperative Alternative School,3100315,Public School,Principal,Jane Fondulis,48 Marion Road,,Wareham,MA,2571,508-291-3500,508-291-3578,"09,10,11,12"
Wareham: Wareham Middle,3100305,Public School,Principal,Tracie Cote,4 Viking Drive,,Wareham,MA,2571,508-291-3550,508-291-3580,"05,06,07"
Wareham: Wareham Senior High,3100505,Public School,Principal,Scott Palladino,7 Viking Drive,,Wareham,MA,2571,508-291-3510,508-291-3577,"08,09,10,11,12"
Watertown: Cunniff,3140015,Public School,Principal,Mena Ciarlone,246 Warren Street,,Watertown,MA,2472,617-926-7726,617-924-0420,"PK,K,01,02,03,04,05"
Watertown: Hosmer,3140020,Public School,Principal,Erin Moulton,1 Concord Rd,,Watertown,MA,2472,617-926-7740,617-926-3259,"PK,K,01,02,03,04,05"
Watertown: James Russell Lowell,3140025,Public School,Principal,Stacy Phelan,175 Orchard Street,,Watertown,MA,2472,617-926-7770,617-926-2676,"PK,K,01,02,03,04,05"
Watertown: Watertown High,3140505,Public School,Principal,Joel Giacobozzi,50 Columbia Street,,Watertown,MA,2472,617-926-7760,617-926-7723,"09,10,11,12"
Watertown: Watertown Middle,3140305,Public School,Principal,Donna Martin,68 Waverley Avenue,,Watertown,MA,2472,617-926-7783,617-926-5407,"06,07,08"
Wayland: Claypit Hill School,3150005,Public School,Principal,Christie Harvey,40 Adams Lane,,Wayland,MA,1778,508-358-3851,508-358-3852,"K,01,02,03,04,05"
Wayland: Happy Hollow School,3150015,Public School,Principal,Tricia O'Reilly,63 Pequot Rd,,Wayland,MA,1778,508-358-8641,508-358-8642,"K,01,02,03,04,05"
Wayland: Loker School,3150020,Public School,Principal,Brian Jones,47 Loker Street,,Wayland,MA,1778,508-358-8601,508-358-8602,"PK,K,01,02,03,04,05"
Wayland: Wayland High School,3150505,Public School,Principal,Allyson Mizoguchi,264 Old Connecticut Path,,Wayland,MA,1778,508-358-7746,508-358-8082,"09,10,11,12"
Wayland: Wayland Middle School,3150305,Public School,Principal,Elizabeth Gavron,201 Main Street,,Wayland,MA,1778,508-358-3801,508-358-3802,"06,07,08"
Webster: Bartlett High School,3160505,Public School,Principal,Francis Thomas,52 Lake Parkway,,Webster,MA,1570,508-943-8552,508-949-8274,"09,10,11,12"
Webster: Park Avenue Elementary,3160015,Public School,Principal,Robin Parmley,58 Park Avenue,,Webster,MA,1570,508-943-4554,508-949-1668,"PK,K,01,02,03,04"
Webster: Webster Middle School,3160315,Public School,Principal,Heidi Peterson,75 Poland Street,,Webster,MA,1570,508-943-1922,508-949-2648,"05,06,07,08"
Wellesley: Ernest F Upham,3170050,Public School,Principal,Jeffery Dees,35 Wynnewood Rd,,Wellesley,MA,2481,781-446-6285,781-263-1507,"K,01,02,03,04,05"
Wellesley: Hunnewell,3170025,Public School,Principal,Ellen Quirk,28 Cameron Street,,Wellesley,MA,2482,781-446-6275,781-263-1525,"K,01,02,03,04,05"
Wellesley: John D Hardy,3170020,Public School,Principal,Grant Smith,293 Weston Rd,,Wellesley,MA,2482,781-446-6270,781-263-1523,"K,01,02,03,04,05"
Wellesley: Joseph E Fiske,3170015,Public School,Principal,Rachel Mcgregor,45 Hastings Street,,Wellesley,MA,2481,781-446-6265,781-263-1519,"K,01,02,03,04,05"
Wellesley: Katharine Lee Bates,3170005,Public School,Principal,Antoinette Jolley,116 Elmwood Rd,,Wellesley,MA,2481,781-446-6260,781-263-1520,"K,01,02,03,04,05"
Wellesley: Preschool at Wellesley Schools,3170001,Public School,Principal,Rebecca Zieminski,63 Hastings Street,,Wellesley,MA,2481,781-446-6222,781-283-5728,PK
Wellesley: Schofield,3170045,Public School,Principal,Gerardo Martinez,27 Cedar Street,,Wellesley,MA,2481,781-446-6280,781-263-1527,"K,01,02,03,04,05"
Wellesley: Sprague Elementary School,3170048,Public School,Principal,Leigh Petrowsky,401 School Street,,Wellesley,MA,2482,781-263-1965,781-263-1963,"K,01,02,03,04,05"
Wellesley: Wellesley Middle,3170305,Public School,Principal,Mark Ito,50 Kingsbury Street,,Wellesley,MA,2481,781-446-6235,781-446-6208,"06,07,08"
Wellesley: Wellesley Sr High,3170505,Public School,Principal,Jamie Chisum,50 Rice Street,,Wellesley,MA,2481,781-446-6290,781-446-6308,"09,10,11,12"
Wellfleet: Wellfleet Elementary,3180005,Public School,Principal,Mary Rodman,100 Lawrence Road,,Wellfleet,MA,2667,508-349-3101,508-349-1377,"K,01,02,03,04,05"
West Boylston: Major Edwards Elementary,3220005,Public School,Principal,Alex Audette,70 Crescent Street,,West Boylston,MA,1583,508-835-4461,508-835-4119,"PK,K,01,02,03,04,05"
West Boylston: West Boylston Junior/Senior High,3220505,Public School,Principal,Christopher Fournier,125 Crescent Street,,West Boylston,MA,1583,508-835-4475,508-835-3925,"06,07,08,09,10,11,12"
West Bridgewater: Howard School,3230305,Public School,Principal,Richard Leeman,70 Howard Street,,West Bridgewater,MA,2379,508-894-1250,508-894-1253,"04,05,06"
West Bridgewater: Rose L Macdonald,3230003,Public School,Principal,Keitha Goulet,1 Stepping Stone Dr,,West Bridgewater,MA,2379,508-894-1240,508-894-1242,"01,02,03"
West Bridgewater: Spring Street School,3230005,Public School,Principal,Keitha Goulet,2 Spring Street,,West Bridgewater,MA,2379,508-894-1230,508-894-1232,"PK,K"
West Bridgewater: West Bridgewater Junior/Senior,3230505,Public School,Principal,Christine Page,155 West Center,,West Bridgewater,MA,2379,508-894-1220,508-897-0537,"07,08,09,10,11,12"
West Springfield: Cowing Early Childhood,3320001,Public School,Principal,Kathleen Bailer,160 Park Street,,West Springfield,MA,1089,413-263-3324,413-827-0404,PK
West Springfield: John Ashley,3320005,Public School,Principal,Kathleen Bailer,88 Massasoit Avenue,,West Springfield,MA,1089,413-263-3323,413-827-0404,K
West Springfield: John R Fausey,3320010,Public School,Principal,Myriam Ulloa-Skolnick,784 Amostown Rd,,West Springfield,MA,1089,413-263-3314,413-781-6973,"K,01,02,03,04,05"
West Springfield: Memorial,3320025,Public School,Principal,Donna Calabrese,201 Norman Street,,West Springfield,MA,1089,413-263-3333,413-747-5535,"01,02,03,04,05"
West Springfield: Mittineague,3320030,Public School,Principal,Diane Doe,26 Second Street,,West Springfield,MA,1089,413-263-3327,413-739-1718,"01,02,03,04,05"
West Springfield: Philip G Coburn,3320007,Public School,Principal,Gina Martin-Ryan,115 Southworth Street,,West Springfield,MA,1089,413-263-3318,413-781-2604,"K,01,02,03,04,05"
West Springfield: Tatham,3320040,Public School,Principal,Kathleen Morneau,61 Laurel Rd,,West Springfield,MA,1089,413-263-3330,413-739-1587,"K,01,02,03,04,05"
West Springfield: West Springfield High,3320505,Public School,Principal,Patrick Danby,425 Piper Road,,West Springfield,MA,1089,413-263-3400,413-781-4836,"09,10,11,12"
West Springfield: West Springfield Middle,3320305,Public School,Principal,Peter Gillen,31 Middle School Dr,,West Springfield,MA,1089,413-263-3404,413-781-0965,"06,07,08"
Westborough: Annie E Fales,3210010,Public School,Principal,Maryann Stannard,50 Eli Whitney Street,,Westborough,MA,1581,508-836-7770,508-836-7773,"K,01,02,03"
Westborough: Elsie A Hastings Elementary,3210025,Public School,Principal,Julia D'Agata,111 East Main Street,,Westborough,MA,1581,508-836-7750,508-836-7755,"PK,K,01,02,03"
Westborough: J Harding Armstrong,3210005,Public School,Principal,John Mendes,18 Fisher Street,,Westborough,MA,1581,508-836-7760,508-836-7763,"K,01,02,03"
Westborough: Mill Pond School,3210045,Public School,Principal,Peter Guellnitz,6 Olde Hickory Path,,Westborough,MA,1581,508-836-7780,508-836-7788,"04,05,06"
Westborough: Sarah W Gibbons Middle,3210305,Public School,Principal,John Foley,20 Fisher Street,,Westborough,MA,1581,508-836-7740,508-836-7744,"07,08"
Westborough: Westborough High,3210505,Public School,Principal,Brian Callaghan,90 West Main Street,,Westborough,MA,1581,508-836-7720,508-836-7723,"09,10,11,12"
Westfield: Abner Gibbs,3250020,Public School,Principal,Kathleen O'Donnell,50 West Silver Street,,Westfield,MA,1085,413-572-6418,413-572-6446,"K,01,02,03,04"
Westfield: Fort Meadow Early Childhood Center,3250003,Public School,Principal,Jonathan Scagel,35 White Street,,Westfield,MA,1085,413-572-6422,413-572-6540,PK
Westfield: Franklin Ave,3250015,Public School,Principal,Chris Tolpa,22 Franklin Avenue,,Westfield,MA,1085,413-572-6424,413-564-3156,"K,01,02,03,04"
Westfield: Highland,3250025,Public School,Principal,Jill Phelan,34 Western Avenue,,Westfield,MA,1085,413-572-6428,413-572-6849,"K,01,02,03,04"
Westfield: Munger Hill,3250033,Public School,Principal,Salvatore Frieri,33 Mallard Lane,,Westfield,MA,1085,413-572-6520,413-562-0875,"K,01,02,03,04"
Westfield: Paper Mill,3250036,Public School,Principal,Stacy Burgess,148 Paper Mill Rd,,Westfield,MA,1085,413-572-6519,413-572-0687,"K,01,02,03,04"
Westfield: Southampton Road,3250040,Public School,Principal,Mary Cieplik,330 Southampton Rd,,Westfield,MA,1085,413-572-6435,413-572-6873,"K,01,02,03,04"
Westfield: Westfield High,3250505,Public School,Principal,Charles Jendrysik,177 Montgomery Rd,,Westfield,MA,1085,413-572-6466,413-572-6346,"09,10,11,12"
Westfield: Westfield Intermediate School,3250075,Public School,Principal,Katherine Bourque,350 Southampton Road,,Westfield,MA,1085,413-572-6441,413-572-1669,"05,06"
Westfield: Westfield Middle School,3250310,Public School,Principal,Jessica Kennedy,30 West Silver Street,,Westfield,MA,1085,413-568-1900,413-572-4892,"07,08"
Westfield: Westfield Technical Academy,3250605,Public School,Principal,Joseph Langone,33 Smith Avenue,,Westfield,MA,1085,413-572-6533,413-572-6542,"09,10,11,12"
Westfield: Westfield Virtual School,3250705,Public School,Principal,Thomas Osborn,18 Broad Street,,Westfield,MA,1085,413-564-9572,413-572-6518,"K,01,02,03,04,05,06,07,08"
Westford: Abbot Elementary,3260004,Public School,Principal,Lori McDermott,25 Depot Street,,Westford,MA,1886,978-692-5580,978-692-9587,"03,04,05"
Westford: Blanchard Middle,3260310,Public School,Principal,Timothy Hislop,14 West Street,,Westford,MA,1886,978-692-5582,978-692-5598,"06,07,08"
Westford: Col John Robinson,3260025,Public School,Principal,Kevin LaCoste,60 Concord Road,,Westford,MA,1886,978-692-5586,978-589-0968,"PK,K,01,02"
Westford: Day Elementary,3260007,Public School,Principal,Chris Louis Sardella,75 East Prescott Street,,Westford,MA,1886,978-692-5591,978-692-8476,"03,04,05"
Westford: John A. Crisafulli Elementary School,3260045,Public School,Principal,Sharon Kennelly,13 Robinson Road,,Westford,MA,1886,978-392-4483,978-392-8581,"03,04,05"
Westford: Nabnasset,3260015,Public School,Principal,Susan DuBois,99 Plain Road,,Westford,MA,1886,978-692-5583,978-392-9618,"PK,K,01,02"
Westford: Rita E. Miller Elementary School,3260055,Public School,Principal,Melissa Boylan,1 Mitchell Way,,Westford,MA,1886,978-392-4476,978-392-3407,"PK,K,01,02"
Westford: Stony Brook School,3260330,Public School,Principal,Richard McElhinney,9 Farmer Way,,Westford,MA,1886,978-692-2708,978-692-5391,"06,07,08"
Westford: Westford Academy,3260505,Public School,Principal,James Antonelli,30 Patten Road,,Westford,MA,1886,978-692-5570,978-692-5502,"09,10,11,12"
Westhampton: Westhampton Elementary School,3270005,Public School,Principal,Deane Bates,37 Kings Highway,,Westhampton,MA,1027,413-527-0561,413-529-9753,"PK,K,01,02,03,04,05,06"
Weston: Country,3300010,Public School,Principal,Erin Maguire,2 Alphabet Lane,,Weston,MA,2493,781-786-5400,781-786-5409,"PK,K,01,02,03"
Weston: Field Elementary School,3300012,Public School,Principal,Daniel Green,16 Alphabet Lane,,Weston,MA,2493,781-786-5500,781-786-5509,"04,05"
Weston: Weston High,3300505,Public School,Principal,Paul Peri,444 Wellesley Street,,Weston,MA,2493,781-786-5800,781-786-5829,"09,10,11,12"
Weston: Weston Middle,3300305,Public School,Principal,John Gibbons,456 Wellesley Street,,Weston,MA,2493,781-786-5600,781-786-5609,"06,07,08"
Weston: Woodland,3300015,Public School,Principal,Jennifer Faber,10 Alphabet Lane,,Weston,MA,2493,781-786-5300,781-786-5309,"PK,K,01,02,03"
Westport: Alice A Macomber,3310015,Public School,Principal,Stacey Duquette,154 Gifford Road,,Westport,MA,2790,508-678-8671,508-673-4284,"PK,K"
Westport: Westport Elementary,3310030,Public School,Principal,Stacey Duquette,380 Old County Rd,,Westport,MA,2790,508-636-1075,508-636-1077,"01,02,03,04"
Westport: Westport Middle-High School,3310515,Public School,Principal,Kerri McKinnon,400 Old County Road,,Westport,MA,2790,508-636-1050,--,"05,06,07,08,09,10,11,12"
Westwood: Deerfield School,3350010,Public School,Principal,Joshua Baumer,72 Deerfield Avenue,,Westwood,MA,2090,781-326-7500,781-320-0189,"K,01,02,03,04,05"
Westwood: Downey,3350012,Public School,Principal,Debra Gallagher,250 Downey Street,,Westwood,MA,2090,781-326-7500,781-329-7642,"PK,K,01,02,03,04,05"
Westwood: E W Thurston Middle,3350305,Public School,Principal,Michael Redmon,850 High Street,,Westwood,MA,2090,781-326-7500,781-326-2709,"06,07,08"
Westwood: Martha Jones,3350017,Public School,Principal,Donna Tobin,80 Martha Jones Rd,,Westwood,MA,2090,781-326-7500,781-255-9277,"K,01,02,03,04,05"
Westwood: Paul Hanlon,3350015,Public School,Principal,Matthew Kuklentz,790 Gay Street,,Westwood,MA,2090,781-326-7500,781-326-2702,"K,01,02,03,04,05"
Westwood: Westwood High,3350505,Public School,Principal,Amy Davenport,200 Nahatan Street,,Westwood,MA,2090,781-326-7500,781-461-8561,"09,10,11,12"
Westwood: Westwood Integrated Preschool,3350050,Public School,Principal,Lisa Freedman,200 Nahatan Street,,Westwood,MA,2090,781-326-7500,781-461-9782,PK
Westwood: William E Sheehan,3350025,Public School,Principal,Kristen Gould-Evans,549 Pond St,,Westwood,MA,2090,781-326-7500,781-769-8046,"K,01,02,03,04,05"
Weymouth: Abigail Adams Middle School,3360310,Public School,Principal,Matthew Meehan,89 Middle Street,,East Weymouth,MA,2189,781-335-1100,781-340-2544,"06,07"
Weymouth: Academy Avenue,3360005,Public School,Principal,Patrick Higgins,94 Academy Avenue,,Weymouth,MA,2189,781-335-4717,781-340-2514,"K,01,02,03,04,05"
